GivenName,Surname,Gender,EmailAddress,TelephoneNumber,NationalID,Age,City,StreetAddress,ZipCode,NameSet,Birthday,StateFull
Settimio,Marino,male,SettimioMarino@jourrapide.com,"0332 8808532",AI18296686,63,"Montecalvo Versiggia","Via Alessandro Manzoni 29",27047,Italian,8/18/1956,Pavia
Cettina,Bellucci,female,CettinaBellucci@superrito.com,"0311 6976928",CM16685273,56,Chioggia,"Via Spalato 28",30015,Italian,6/25/1963,Venezia
Fiore,Panicucci,female,FiorePanicucci@gustr.com,"0338 3504223",DO77917569,57,"Case Di Nava","Piazza Cardinale Riario Sforza 142",18024,Italian,11/19/1962,Imperia
Jacopo,Mazzanti,male,JacopoMazzanti@jourrapide.com,"0362 6272858",WP58429733,29,Tesimo,"Via Nazionale 137",39010,Italian,4/13/1990,Bolzano
Ignazio,Rizzo,male,IgnazioRizzo@rhyta.com,"0325 6072632",WR49762380,50,Belvi,"Via Donnalbina 147",08030,Italian,9/8/1969,Nuoro
Adelinda,Colombo,female,AdelindaColombo@rhyta.com,"0377 0435447",FR65701451,65,"San Gregorio Magno","Piazzetta Scalette Rubiani 97",84020,Italian,9/14/1954,Salerno
Fausta,Rizzo,female,FaustaRizzo@superrito.com,"0379 9752295",CT8616458,27,"Auna Inferiore","Via Alessandro Farnese 7",39050,Italian,10/22/1992,Bolzano
Lanfranco,Lucchesi,male,LanfrancoLucchesi@teleworm.us,"0395 1535991",OO11478898,57,Deliceto,"Via Nuova Agnano 33",71026,Italian,1/23/1963,Foggia
Pierino,Lori,male,PierinoLori@dayrep.com,"0352 2883319",HX62437935,29,"Calcinate Del Pesce","Via Corio 97",21100,Italian,8/26/1990,Varese
Lino,Costa,male,LinoCosta@cuvox.de,"0333 5104275",OD93498761,56,Roccapelago,"Via Giacinto Gigante 55",41027,Italian,7/10/1963,Modena
Gofreddo,Milano,male,GofreddoMilano@teleworm.us,"0390 9714397",ME24897283,19,Firenze,"Piazza Principe Umberto 123",50123,Italian,4/23/2000,Firenze
Angelico,Milani,male,AngelicoMilani@dayrep.com,"0384 5891717",GM38255833,65,Palermo,"Via Genova 67",90147,Italian,12/3/1954,Palermo
Gustava,Greco,female,GustavaGreco@cuvox.de,"0346 9872562",LW25167210,40,Guiglia,"Piazza Bovio 29",41052,Italian,7/6/1979,Modena
Alighiero,Bianchi,male,AlighieroBianchi@jourrapide.com,"0364 2174523",EG88887773,66,Seggiano,"Via San Pietro Ad Aram 79",20096,Italian,9/14/1953,Milano
Pantaleone,Toscani,male,PantaleoneToscani@fleckens.hu,"0332 7685589",DY73727809,20,Hafling,"Via San Domenico 15",39010,Italian,4/9/1999,Bolzano
Gavino,Endrizzi,male,GavinoEndrizzi@cuvox.de,"0380 8411502",OF47623774,67,"Ripalta Guerina","Via Giovanni Amendola 92",26010,Italian,9/5/1952,Cremona
Giordana,Manna,female,GiordanaManna@superrito.com,"0347 1318962",BX92033452,23,Delia,"Via degli Aldobrandeschi 83",93010,Italian,2/12/1997,Caltanissetta
Vinicio,Schiavone,male,VinicioSchiavone@einrot.com,"0395 6827202",AT34241186,28,Cigliano,"Piazza San Carlo 95",13043,Italian,12/3/1991,Vercelli
Adalberta,Fiorentino,female,AdalbertaFiorentino@dayrep.com,"0326 5079922",AJ50256675,39,Zungri,"Lungodora Napoli 17",89867,Italian,9/20/1980,"Vibo Valentia"
Oberto,Trevisano,male,ObertoTrevisano@cuvox.de,"0358 4268766",CE75338474,28,"San Lorenzo Della Costa","Via Matteo Schilizzi 52",16030,Italian,9/3/1991,Genova
Iole,Conti,female,IoleConti@cuvox.de,"0358 0979950",CC76805257,44,Besagno,"Vicolo Calcirelli 12",38065,Italian,9/25/1975,Trento
Blanda,Palerma,female,BlandaPalerma@fleckens.hu,"0388 4521484",LX11299128,19,Osoppo,"Via Paolo Gaidano 92",33010,Italian,9/23/2000,Udine
Alighiero,Pagnotto,male,AlighieroPagnotto@cuvox.de,"0321 3137508",ZD70354995,54,Schiavoi,"Via Miguel de Cervantes 12",33077,Italian,3/29/1965,Pordenone
Imelda,Manfrin,female,ImeldaManfrin@armyspy.com,"0341 7255002",GT71225326,21,"Gorla Minore","Via Corio 104",21055,Italian,8/29/1998,Varese
Fioretta,Sal,female,FiorettaSal@einrot.com,"0368 3581869",QQ87641468,41,Perugia,"Via Tasso 100",06131,Italian,7/28/1978,Perugia
Quadrato,Lombardo,male,QuadratoLombardo@dayrep.com,"0383 1202776",PF55265735,46,"Moio Della Civitella","Vicolo Cieco Fondachetto 61",84060,Italian,6/23/1973,Salerno
Amalia,Napolitani,female,AmaliaNapolitani@teleworm.us,"0354 7671901",HR9079348,25,Macchia,"Via Rosmini 117",84090,Italian,5/13/1994,Salerno
Sesto,Zetticci,male,SestoZetticci@fleckens.hu,"0355 9634030",XR56613073,35,Maschito,"Discesa Gaiola 77",85020,Italian,1/29/1985,Potenza
Rosina,Loggia,female,RosinaLoggia@cuvox.de,"0343 5542937",UG21490122,60,S'Iscala,"Via Croce Rossa 71",08020,Italian,6/10/1959,Nuoro
Quarantino,Ferri,male,QuarantinoFerri@dayrep.com,"0387 2359703",NT53250051,50,"Belfiore D'Adige","Via Gaetano Donizetti 8",37050,Italian,10/19/1969,Verona
Prospero,Calabresi,male,ProsperoCalabresi@superrito.com,"0361 0553703",GO91467887,49,Magherno,"Via Alessandro Manzoni 140",27010,Italian,7/11/1970,Pavia
Azeglio,Napolitano,male,AzeglioNapolitano@dayrep.com,"0319 1768512",BO67878542,46,Borgonuovo,"Via Leopardi 14",23030,Italian,3/16/1973,Sondrio
Dario,Marcelo,male,DarioMarcelo@teleworm.us,"0367 2032847",KN13766405,47,Roma,"Via Belviglieri 4",00138,Italian,11/11/1972,Roma
Valentina,Costa,female,ValentinaCosta@jourrapide.com,"0317 4828410",YF72072371,53,Riofreddo,"Via Belviglieri 29",00020,Italian,10/10/1966,Roma
Innocenzo,Lucciano,male,InnocenzoLucciano@cuvox.de,"0389 8347742",JG25556174,25,Lauriano,"Via Giberti 85",10020,Italian,2/6/1995,Torino
Olindo,Lucciano,male,OlindoLucciano@einrot.com,"0380 3813358",ES8701907,31,Cusino,"Via Carlo Alberto 120",22010,Italian,6/27/1988,Como
Isauro,Panicucci,male,IsauroPanicucci@rhyta.com,"0338 3568936",OY80620613,28,Maniago,"Via Miguel de Cervantes 38",33085,Italian,5/3/1991,Pordenone
Verdiana,Bianchi,female,VerdianaBianchi@cuvox.de,"0382 5722085",ZJ95407180,32,"Kurtatsch an der Weinstrasse","Via San Domenico 49",39040,Italian,4/29/1987,Bolzano
Antonina,Milano,female,AntoninaMilano@armyspy.com,"0349 3206126",PP36793193,56,"San Giorgio Di Nogaro","Via Sacchi 117",33058,Italian,9/17/1963,Udine
Dino,Fiorentino,male,DinoFiorentino@armyspy.com,"0342 3526261",KD40108455,64,Volargne,"Via Rocca de Baldi 70",37020,Italian,8/22/1955,Verona
Dorotea,Lucchese,female,DoroteaLucchese@superrito.com,"0389 2782157",UW92102218,39,Collodi,"Viale Maria Cristina di Savoia 58",51014,Italian,10/26/1980,Pistoia
Ippolito,Greece,male,IppolitoGreece@jourrapide.com,"0364 3360958",CI31008028,62,Rondissone,"Via Enrico Fermi 25",10030,Italian,2/1/1958,Torino
Dionisio,Cremonesi,male,DionisioCremonesi@dayrep.com,"0320 1564827",YN16329985,47,Porotto,"Via Francesco Del Giudice 10",44044,Italian,5/20/1972,Ferrara
Rita,Fanucci,female,RitaFanucci@superrito.com,"0349 4160930",ML0626741,66,Cartabbia,"Via Corio 77",21100,Italian,3/5/1953,Varese
Donata,Romano,female,DonataRomano@teleworm.us,"0366 8604749",CN26842610,28,"Monte San Giovanni Campano","Corso Garibaldi 34",03025,Italian,8/26/1991,Frosinone
Arduino,Genovesi,male,ArduinoGenovesi@fleckens.hu,"0368 5297358",NF72017605,28,Batignano,"Via Medina 81",58041,Italian,3/5/1991,Grosseto
Frida,Fanucci,female,FridaFanucci@fleckens.hu,"0385 0831815",XN3478298,60,Firenze,"Piazza Principe Umberto 122",50142,Italian,10/10/1959,Firenze
Palmiro,Fallaci,male,PalmiroFallaci@dayrep.com,"0351 3414051",DB17225268,46,Martignacco,"Via Paolo Gaidano 141",33035,Italian,12/29/1973,Udine
Maria,Panicucci,female,MariaPanicucci@einrot.com,"0382 3838601",KQ3510229,19,Mezzana,"Discesa Gaiola 32",85030,Italian,5/20/2000,Potenza
Gioia,Calabresi,female,GioiaCalabresi@jourrapide.com,"0332 1552539",YB16080429,29,"San Cosma","Via Sedile di Porto 133",35043,Italian,9/14/1990,Padova
Pio,Cremonesi,male,PioCremonesi@armyspy.com,"0338 3638665",GP11822800,63,Resana,"Via Nizza 17",31023,Italian,9/13/1956,Treviso
Ilario,Palermo,male,IlarioPalermo@rhyta.com,"0318 0428658",WJ93986794,33,Montaperto,"Via Licola Patria 45",83030,Italian,2/20/1987,Avellino
Filippa,Pisani,female,FilippaPisani@rhyta.com,"0342 2773241",KM34889459,53,Villanova,"Via Partenope 76",47100,Italian,9/19/1966,Forli
Frediano,Trentino,male,FredianoTrentino@dayrep.com,"0384 0028192",KR71320560,47,Roma,"Via Belviglieri 118",00133,Italian,5/18/1972,Roma
Demetrio,Iadanza,male,DemetrioIadanza@cuvox.de,"0343 2986416",RG52489234,40,Foresto,"Via Giberti 127",10053,Italian,6/10/1979,Torino
Secondo,Mazzanti,male,SecondoMazzanti@einrot.com,"0367 1346565",AJ46102618,28,Corniolo,"Via Foria 139",47010,Italian,2/4/1992,Forli
"Maria Rosa",Giordano,female,MariaRosaGiordano@armyspy.com,"0333 3631265",XT11190184,31,Sant'Elena,"Via Sedile di Porto 138",35040,Italian,3/9/1988,Padova
Adalgiso,Loggia,male,AdalgisoLoggia@einrot.com,"0320 5120107",FV45233581,66,"Cagnano Varano","Via Nuova Agnano 14",71010,Italian,3/7/1953,Foggia
Lazzaro,Lucchese,male,LazzaroLucchese@teleworm.us,"0399 9967349",ZG89058850,19,Roma,"Via Belviglieri 15",00164,Italian,1/6/2001,Roma
Cecilia,Milano,female,CeciliaMilano@einrot.com,"0355 9699060",IB87806591,61,Montisola,"Via delle Coste 78",02045,Italian,2/22/1959,Rieti
Alfonso,Padovano,male,AlfonsoPadovano@cuvox.de,"0334 0343588",EO31042302,64,"Montorio Romano","Via Longhena 143",00010,Italian,10/28/1955,Roma
Lorena,Giordano,female,LorenaGiordano@einrot.com,"0379 6660497",IO92462525,46,"San Giuseppe Di Cairo","Via Scala 132",17014,Italian,9/21/1973,Savona
Lucrezia,Trentino,female,LucreziaTrentino@gustr.com,"0310 4833392",BI45893921,23,Goldrain,"Via San Domenico 56",39020,Italian,3/24/1996,Bolzano
Curzio,Pagnotto,male,CurzioPagnotto@rhyta.com,"0353 4329015",FX58672006,67,Moltrasio,"Viale Ippocrate 2",22010,Italian,1/28/1953,Como
Alessandra,Barese,female,AlessandraBarese@rhyta.com,"0320 9917125",ED9964938,35,"Colleferro Stazione","Via Colonnello Galliano 56",00030,Italian,1/1/1985,Roma
"Edda ",Baresi,female,EddaBaresi@gustr.com,"0351 3716994",CK47309745,41,Lobbi,"Via delle Azalee 77",15040,Italian,2/6/1979,Alessandria
Andrea,Endrizzi,male,AndreaEndrizzi@jourrapide.com,"0327 7682898",KA33764711,43,Nuragheddu,"Corso Novara 132",08020,Italian,11/18/1976,Nuoro
Cupido,Mazzi,male,CupidoMazzi@gustr.com,"0332 8357067",GU49928631,57,"San Martino Stella","Via Scala 76",17010,Italian,2/7/1963,Savona
Santo,Lucchese,male,SantoLucchese@gustr.com,"0359 6358273",IG99782434,33,Budduso,"Via Carlo Cattaneo 66",07020,Italian,4/20/1986,Sassari
"Macaria ",Marino,female,MacariaMarino@armyspy.com,"0311 4146124",IR56091726,62,"Sant'Agata Mugello","Via Nuova Agnano 116",50030,Italian,12/19/1957,Firenze
Averardo,Mazzanti,male,AverardoMazzanti@superrito.com,"0322 4692168",BP68732165,66,"Vico Matrino","Corso Casale 134",01012,Italian,8/30/1953,Viterbo
Giuseppa,Dellucci,female,GiuseppaDellucci@armyspy.com,"0384 0835100",KB56125371,53,Sorgnano,"Via Pasquale Scura 7",54030,Italian,4/10/1966,Massa
Palmiro,Marino,male,PalmiroMarino@armyspy.com,"0319 6621879",CX57714455,30,"Castiglion Fibocchi","Via Callicratide 143",52029,Italian,4/13/1989,Arezzo
Aloisio,Ferrari,male,AloisioFerrari@armyspy.com,"0358 1377315",DC96446053,52,Centenaro,"Largo Febo 126",25010,Italian,11/30/1967,Brescia
Baldovino,Marcelo,male,BaldovinoMarcelo@fleckens.hu,"0367 7713391",DW82503088,52,"Riva Trigoso","Via Matteo Schilizzi 111",16037,Italian,1/26/1968,Genova
Selene,Milani,female,SeleneMilani@teleworm.us,"0353 3691061",AH79906492,47,Caldiero,"Via Gaetano Donizetti 134",37042,Italian,7/21/1972,Verona
Benito,Giordano,male,BenitoGiordano@cuvox.de,"0313 8802545",XR73318637,27,Lotzorai,"Corso Novara 147",08040,Italian,6/7/1992,Nuoro
Renata,Milani,female,RenataMilani@fleckens.hu,"0371 6943054",ZI45913926,48,Padernello,"Via dei Serpenti 50",25022,Italian,2/20/1972,Brescia
Emanuela,Baresi,female,EmanuelaBaresi@armyspy.com,"0356 6619218",VF5747633,36,Bressanone,"Via Alessandro Farnese 84",39042,Italian,2/10/1984,Bolzano
Alvise,Dellucci,male,AlviseDellucci@superrito.com,"0319 7031858",SX66392388,33,Marcorengo,"Via Volto San Luca 115",10020,Italian,4/4/1986,Torino
Rebecca,Fanucci,female,RebeccaFanucci@einrot.com,"0319 9857756",UM80819018,51,Jelsi,"Via degli Aldobrandeschi 9",86015,Italian,8/17/1968,Campobasso
Camilla,Lombardo,female,CamillaLombardo@dayrep.com,"0394 2485241",RC28246130,36,Roasio,"Piazza San Carlo 62",13060,Italian,8/7/1983,Vercelli
Gherardo,Toscano,male,GherardoToscano@dayrep.com,"0364 8053634",ZC98571545,18,"Santa Maria Di Zevio","Via Giotto 107",37050,Italian,5/27/2001,Verona
Livia,Lombardo,female,LiviaLombardo@teleworm.us,"0317 3872097",QN31489617,31,Pozzolo,"Via Galileo Ferraris 25",46040,Italian,2/27/1989,Mantova
Isauro,Davide,male,IsauroDavide@superrito.com,"0391 9390284",VX79669701,36,Serino,"Via Campi Flegrei 70",83028,Italian,4/5/1983,Avellino
Gisella,Buccho,female,GisellaBuccho@superrito.com,"0382 5388857",NX59859567,26,Bagnone,"Via Santa Maria di Costantinopoli 130",54021,Italian,8/10/1993,Massa
Quarto,Pinto,male,QuartoPinto@fleckens.hu,"0384 9652440",PP97960769,22,Lemie,"Via Giberti 4",10070,Italian,12/13/1997,Torino
Flaviano,Schiavone,male,FlavianoSchiavone@cuvox.de,"0375 3625008",DW72136514,37,Valsavarenche,"Via Callicratide 14",11010,Italian,9/30/1982,Aosta
Giulia,Manfrin,female,GiuliaManfrin@einrot.com,"0324 3192423",YX78021584,27,"San Lazzaro Alberoni","Via Torino 88",29100,Italian,7/8/1992,Piacenza
Lidia,"De Luca",female,LidiaDeLuca@dayrep.com,"0379 7051982",RU81973906,44,"Bagnolo In Piano","Via Giulio Camuzzoni 37",42011,Italian,6/10/1975,"Reggio Emilia"
Ileana,Pagnotto,female,IleanaPagnotto@rhyta.com,"0361 7117164",DY64109083,31,Scalvaia,"Via Santa Teresa 117",53015,Italian,7/8/1988,Siena
Alfonsino,Genovese,male,AlfonsinoGenovese@cuvox.de,"0315 1904944",IB75407753,64,Domo,"Via Corio 32",21010,Italian,1/26/1956,Varese
Carlo,Marino,male,CarloMarino@dayrep.com,"0310 9798184",KQ97709251,46,Piavon,"Via Nizza 11",31046,Italian,2/26/1974,Treviso
Patrizio,Boni,male,PatrizioBoni@superrito.com,"0372 2220072",SM14832894,50,"Vaprio D'Agogna","Via Donnalbina 10",28010,Italian,8/15/1969,Novara
Antonietta,Trentini,female,AntoniettaTrentini@cuvox.de,"0336 4740336",CJ54725380,36,Turate,"Viale Ippocrate 32",22078,Italian,8/4/1983,Como
Delinda,Esposito,female,DelindaEsposito@gustr.com,"0377 9894744",EB24358698,18,Ghorio,"Via Antonio da Legnago 101",89060,Italian,5/6/2001,"Reggio Calabria"
Tamara,Calabrese,female,TamaraCalabrese@jourrapide.com,"0334 9970568",XP12904912,20,Cantonazzo,"Via Galvani 7",45100,Italian,3/3/1999,Rovigo
Prudenzio,Milano,male,PrudenzioMilano@rhyta.com,"0310 1928049",CU93879046,60,Aquilinia,"Via Nizza 75",34147,Italian,11/21/1959,Trieste
Luciano,Marchesi,male,LucianoMarchesi@fleckens.hu,"0333 7710006",BF51486762,40,Caspoli,"Via Cavour 78",81049,Italian,9/18/1979,Caserta
Cosimo,Lettiere,male,CosimoLettiere@armyspy.com,"0324 0274212",CX60819441,21,"San Martino Dei Colli","Via Silvio Spaventa 54",06076,Italian,1/27/1999,Perugia
Aurelia,"De Luca",female,AureliaDeLuca@cuvox.de,"0388 6262918",UI87147499,48,Albettone,"Lungodora Napoli 67",36020,Italian,6/28/1971,Vicenza
Cristian,Udinese,male,CristianUdinese@fleckens.hu,"0391 8076199",CS28402232,50,Borgoforte,"Via Francesco Girardi 61",35022,Italian,8/5/1969,Padova
Fabiano,Palermo,male,FabianoPalermo@einrot.com,"0328 1445510",KL12443799,32,Presa,"Viale delle Province 108",95010,Italian,11/7/1987,Catania
Oliviero,DeRose,male,OlivieroDeRose@armyspy.com,"0384 3872320",ML10946896,24,"Cascine Gandini","Via Alfredo Fusco 49",26020,Italian,11/23/1995,Cremona
Fabiola,Trentino,female,FabiolaTrentino@superrito.com,"0332 4252804",XI73211280,26,Parma,"Piazza Giuseppe Garibaldi 74",43100,Italian,12/11/1993,Parma
Clio,Calabresi,female,ClioCalabresi@superrito.com,"0365 4386328",JU42266520,61,"San Pietro Mosezzo","Via Donnalbina 39",28060,Italian,5/15/1958,Novara
Giusy,Greco,female,GiusyGreco@teleworm.us,"0315 6506669",HS82280659,64,Morgongiori,"Via Croce Rossa 45",09090,Italian,6/2/1955,Oristano
Raul,Davide,male,RaulDavide@superrito.com,"0379 1699631",IZ66377233,65,"Monsampolo Del Tronto","Via Loreto 51",63030,Italian,11/26/1954,"Ascoli Piceno"
Agostino,Endrizzi,male,AgostinoEndrizzi@teleworm.us,"0333 6505545",CT84941412,29,"San Martino Di Campagna","Via Miguel de Cervantes 4",33081,Italian,1/30/1991,Pordenone
Dolcelino,Loggia,male,DolcelinoLoggia@cuvox.de,"0367 1643463",SJ41787295,61,Roncadelle,"Via Nizza 44",31024,Italian,11/8/1958,Treviso
Ines,Toscano,female,InesToscano@superrito.com,"0395 4172185",CF4291007,22,Irma,"Largo Febo 120",25061,Italian,5/4/1997,Brescia
Albina,Trevisano,female,AlbinaTrevisano@dayrep.com,"0324 9931959",CK63142115,34,"Francavilla Al Mare Rione Foro","Via Piave 141",66023,Italian,5/20/1985,Chieti
Serafino,Cocci,male,SerafinoCocci@rhyta.com,"0342 8511789",XY84696923,47,Torrioni,"Via Campi Flegrei 64",83010,Italian,6/9/1972,Avellino
Giordano,Giordano,male,GiordanoGiordano@jourrapide.com,"0381 9652723",AC15729607,49,Ponsacco,"Viale Maria Cristina di Savoia 88",56038,Italian,2/20/1971,Pisa
Marianna,Piccio,female,MariannaPiccio@rhyta.com,"0394 2815769",GQ90378456,48,Subbiano,"Via del Caggio 101",52010,Italian,11/27/1971,Arezzo
Viola,Baresi,female,ViolaBaresi@rhyta.com,"0362 6600337",WG4626781,28,Specchio,"Piazzetta Concordia 42",43040,Italian,12/24/1991,Parma
Adamo,Buccho,male,AdamoBuccho@dayrep.com,"0359 5353141",OR80570356,61,Basella,"Strada Provinciale 65 28",24050,Italian,4/30/1958,Bergamo
Giusy,Sagese,female,GiusySagese@fleckens.hu,"0315 5363796",GY49036946,36,"Pieve A Ripoli","Piazza Principe Umberto 117",50126,Italian,6/5/1983,Firenze
Letteria,Schiavone,female,LetteriaSchiavone@armyspy.com,"0353 4701145",AZ29727660,53,Leopardi,"Via Guantai Nuovi 146",80040,Italian,7/29/1966,Napoli
Stanislao,Lucciano,male,StanislaoLucciano@fleckens.hu,"0319 1371160",EX6889885,28,"Marina Romea","Via Pisanelli 12",48010,Italian,4/23/1991,Ravenna
Gaetano,Capon,male,GaetanoCapon@cuvox.de,"0332 9062916",JC24171569,65,Rubbianello,"Via Loreto 141",63026,Italian,5/6/1954,"Ascoli Piceno"
Lioba,Udinese,female,LiobaUdinese@cuvox.de,"0386 8606634",YX26026909,28,Ramiseto,"Corso Porta Nuova 122",42030,Italian,7/9/1991,"Reggio Emilia"
Gualtiero,Fiorentini,male,GualtieroFiorentini@fleckens.hu,"0337 0698502",GY55158775,62,Limena,"Via Sedile di Porto 19",35010,Italian,4/25/1957,Padova
Demetrio,Nucci,male,DemetrioNucci@fleckens.hu,"0330 4754597",AL88030353,60,"Ceretto Di Carignano","Via Giberti 59",10041,Italian,9/14/1959,Torino
Elena,Bergamaschi,female,ElenaBergamaschi@fleckens.hu,"0359 6621664",BG91992581,46,Terelle,"Corso Garibaldi 22",03040,Italian,3/25/1973,Frosinone
Genoveffa,Fiorentini,female,GenoveffaFiorentini@cuvox.de,"0366 5190757",WT58858821,44,"Santa Fiora","Corso Vittorio Emanuele 100",58037,Italian,5/13/1975,Grosseto
Carla,Fiorentini,female,CarlaFiorentini@superrito.com,"0370 0796359",MU49054758,52,Toano,"Via delle Coste 61",42010,Italian,5/28/1967,"Reggio Emilia"
Arturo,Milanesi,male,ArturoMilanesi@teleworm.us,"0344 9508294",US33943727,38,Marliana,"Corso Vittorio Emanuale 66",51010,Italian,1/31/1982,Pistoia
Brigida,Calabrese,female,BrigidaCalabrese@gustr.com,"0370 4308757",LO68889216,52,Tresilico,"Via Giulio Camuzzoni 3",89010,Italian,9/16/1967,"Reggio Calabria"
Colomba,Giordano,female,ColombaGiordano@fleckens.hu,"0328 1769172",QO94261648,40,Campocatino,"Via Partenope 133",03016,Italian,3/27/1979,Frosinone
Vincenza,Calabresi,female,VincenzaCalabresi@fleckens.hu,"0380 1707846",QL83118584,60,Oltresarca,"Corso Porta Borsari 32",38062,Italian,2/1/1960,Trento
Albano,Bruno,male,AlbanoBruno@fleckens.hu,"0359 2702432",OJ25665983,32,"Certosa Di Pavia","Via Alessandro Manzoni 99",27012,Italian,10/21/1987,Pavia
Aleandro,Giordano,male,AleandroGiordano@fleckens.hu,"0316 2782378",CX39043895,33,"San Cipriano D'Aversa","Via Cavour 98",81036,Italian,4/7/1986,Caserta
Lodovica,Dellucci,female,LodovicaDellucci@einrot.com,"0339 4157163",RB4332488,47,Sora,"Corso Garibaldi 32",03039,Italian,8/17/1972,Frosinone
Lelia,Fanucci,female,LeliaFanucci@rhyta.com,"0356 1608278",GO87700687,60,Pozzolo,"Via Galileo Ferraris 42",46040,Italian,11/1/1959,Mantova
Isidoro,Iadanza,male,IsidoroIadanza@fleckens.hu,"0370 3298887",MI99127147,47,"San Pietro Apostolo","Via Piave 45",88040,Italian,2/21/1973,Catanzaro
Ciriaca,Fiorentini,female,CiriacaFiorentini@gustr.com,"0382 0995155",RY10696626,41,"Pieve A Elici","Via Melisurgo 6",55054,Italian,6/24/1978,Lucca
Leonide,Ferri,male,LeonideFerri@gustr.com,"0376 6439321",IY78614418,44,"Castelluccio Dei Sauri","Via Nuova Agnano 99",71025,Italian,9/14/1975,Foggia
Regina,Zetticci,female,ReginaZetticci@fleckens.hu,"0349 2878533",YE59953729,27,Fane,"Via Gaetano Donizetti 98",37020,Italian,6/24/1992,Verona
Artemisia,Ricci,female,ArtemisiaRicci@superrito.com,"0391 4260849",JI31790279,40,Montegiordano,"Via Venezia 10",87070,Italian,2/15/1980,Cosenza
Alida,Cattaneo,female,AlidaCattaneo@fleckens.hu,"0387 4012796",GG0905655,41,Genova,"Via Matteo Schilizzi 28",16161,Italian,5/1/1978,Genova
Clio,Lori,female,ClioLori@teleworm.us,"0368 3163829",ZH63476937,37,"San Fortunato","Via Goffredo Mameli 89",47900,Italian,1/22/1983,Rimini
Michele,Beneventi,male,MicheleBeneventi@cuvox.de,"0374 8063295",OM61294684,60,Villaga,"Via Lagrange 114",36021,Italian,6/25/1959,Vicenza
Ubaldo,Romano,male,UbaldoRomano@armyspy.com,"0381 6208428",YW33813434,55,"Santa Domenica Talao","Via Alfredo Fusco 32",87020,Italian,6/18/1964,Cosenza
Guendalina,Angelo,female,GuendalinaAngelo@dayrep.com,"0384 2130706",AG23096945,57,Curtaniello,"Via Campi Flegrei 84",70022,Italian,5/25/1962,Bari
Clio,Udinese,female,ClioUdinese@armyspy.com,"0365 7959109",FX8485167,55,Paderno,"Via Archimede 37",40136,Italian,8/5/1964,Bologna
Ambra,Palerma,female,AmbraPalerma@teleworm.us,"0316 9090369",PL5714099,52,Pianceri,"Strada Statale 124",13867,Italian,5/29/1967,Biella
Ornella,Barese,female,OrnellaBarese@jourrapide.com,"0345 4718083",XM63247871,57,Frassinoro,"Piazza Bovio 33",41044,Italian,7/17/1962,Modena
Isotta,Palermo,female,IsottaPalermo@superrito.com,"0374 7826677",CN44502099,34,Grillara,"Via Valpantena 104",45012,Italian,2/13/1986,Rovigo
